,name,salary_from,salary_to,salary_currency,area_name,published_at
293,Сетевой инженер и администратор серверного оборудования,,,,Волгоград,2022-12-26T05:56:11+0300
294,Монтажник систем видеонаблюдения,30000.0,,RUR,Красноярск,2022-12-26T05:40:35+0300
295,Автор по информационной безопасности,,50000.0,RUR,Казань,2022-12-26T05:31:44+0300
296,Дизайнер мебели,,,,Новосибирск,2022-12-26T05:45:30+0300
297,Автор по информационной безопасности,,50000.0,RUR,Ростов-на-Дону,2022-12-26T05:31:44+0300
298,Токарь,50000.0,,RUR,Новосибирск,2022-12-26T05:01:36+0300
299,Сервисный инженер (горно-шахтное оборудование),60000.0,,RUR,Новокузнецк,2022-12-26T05:41:12+0300
300,Автор по информационной безопасности,,50000.0,RUR,Новосибирск,2022-12-26T05:31:43+0300
301,Программист 1С,100000.0,,RUR,Новосибирск,2022-12-26T05:39:43+0300
302,Автор по информационной безопасности,,50000.0,RUR,Астана,2022-12-26T05:31:43+0300
303,Сетевой инженер и администратор серверного оборудования (Балашиха или Волгоград),,,,Балашиха,2022-12-26T05:56:12+0300
304,Android Developer ( middle++\ senior),250000.0,,RUR,Новосибирск,2022-12-26T05:20:02+0300
305,Сервисный инженер (горно-шахтное оборудование),60000.0,,RUR,Прокопьевск,2022-12-26T05:41:12+0300
306,Автор по информационной безопасности,,50000.0,RUR,Самара,2022-12-26T05:31:43+0300
307,Ученик мастера по ремонту и обслуживанию бытовой техники,80000.0,150000.0,RUR,Новосибирск,2022-12-26T05:05:44+0300
308,Автор по информационной безопасности,,50000.0,RUR,Омск,2022-12-26T05:31:43+0300
309,Сервисный инженер (горно-шахтное оборудование),60000.0,,RUR,Осинники,2022-12-26T05:41:12+0300
310,Автор по информационной безопасности,,50000.0,RUR,Челябинск,2022-12-26T05:31:43+0300
311,Автор по информационной безопасности,,50000.0,RUR,Екатеринбург,2022-12-26T05:31:43+0300
312,Главный механик (Дизельные электростанции),50000.0,,RUR,Красноярск,2022-12-26T05:37:17+0300
313,Автор по информационной безопасности,,50000.0,RUR,Нижний Новгород,2022-12-26T05:31:43+0300
314,Сетевой инженер и администратор серверного оборудования (Балашиха или Волгоград),,,,Екатеринбург,2022-12-26T05:56:11+0300
315,Оператор станка с ЧПУ,60000.0,100000.0,RUR,Оренбург,2022-12-26T06:46:27+0300
316,Technical Support Engineer,,,,Кызылорда,2022-12-26T06:55:15+0300
317,Младший системный администратор,,11500.0,RUR,Томск,2022-12-26T06:57:58+0300
318,Network Engineer,,,,Алматы,2022-12-26T06:51:07+0300
319,Оператор станков с ЧПУ,47000.0,,RUR,Екатеринбург,2022-12-26T06:06:32+0300
320,Аналитик,90000.0,,RUR,Барнаул,2022-12-26T06:51:48+0300
321,Дизайнер,,,,Алматы,2022-12-26T06:13:43+0300
322,Инженер-программист отдела информатизации управления по информатизации и сетевым ресурсам,,,,Сургут,2022-12-26T06:56:50+0300
323,Сетевой администратор,,1350.0,USD,Ташкент,2022-12-26T06:09:31+0300
324,Frontend JavaScript Developer/JS разработчик,,,,Санкт-Петербург,2022-12-26T06:12:18+0300
325,"Проект менеджер для внедрения проектов систем ERP (1C ERP, SAP)",,,,Астана,2022-12-26T06:57:18+0300
326,Системный администратор,,,,Екатеринбург,2022-12-26T06:32:11+0300
327,Корреспондент (Журналист),120000.0,,RUR,Москва,2022-12-26T06:47:34+0300
328,Системный администратор,20000.0,40000.0,RUR,Новоалтайск,2022-12-26T06:15:57+0300
329,DevOps инженер,,,,Уфа,2022-12-26T06:52:33+0300
330,Программист Python/Python Developer,,,,Санкт-Петербург,2022-12-26T06:12:18+0300
331,Токарь-универсал,58800.0,,RUR,Новокузнецк,2022-12-26T06:10:32+0300
332,"Оператор ЧПУ (токарная, фрезерная группа, горизонтально-расточной станок)",90000.0,,RUR,Новосибирск,2022-12-26T06:05:15+0300
333,Системный администратор,20000.0,40000.0,RUR,Барнаул,2022-12-26T06:15:57+0300
334,Программист 1C,100000.0,,RUR,Хабаровск,2022-12-26T06:27:08+0300
335,Руководитель проекта по запуску цифровой образовательной оффлайн школы в Сколково,400000.0,,RUR,Москва,2022-12-26T06:21:53+0300
336,Зуборезчик (ученик),,,,Омск,2022-12-26T06:43:05+0300
337,Дизайнер-верстальщик,26100.0,,RUR,Барнаул,2022-12-26T06:10:54+0300
338,Инженер - программист,,,,Новокузнецк,2022-12-26T06:40:15+0300
339,Руководитель СТО,80000.0,,RUR,Владивосток,2022-12-26T06:34:08+0300
340,Менеджер проекта,,,,Алматы,2022-12-26T06:58:27+0300
341,Машинист (ученик) экструдера,40000.0,,RUR,Заречный (Свердловская область),2022-12-26T06:36:43+0300
342,Инженер слаботочных систем,250000.0,,KZT,Алматы,2022-12-26T06:08:33+0300
343,Инженер по тестированию NGFW/QA Engineer,,,,Санкт-Петербург,2022-12-26T06:12:18+0300
344,Оператор фрезерных станков с ЧПУ,60000.0,,RUR,Уфа,2022-12-26T06:05:53+0300
345,Ведущий менеджер по развитию,,55000.0,RUR,Саратов,2022-12-26T06:04:07+0300
346,Токарь-универсал,120000.0,120000.0,RUR,Екатеринбург,2022-12-26T06:39:04+0300
347,Рабочий на производство ППУ (поролона),30000.0,35000.0,RUR,Челябинск,2022-12-26T06:58:55+0300
348,Копирайтер,,,,Алматы,2022-12-26T06:51:53+0300
349,Оператор токарного станка с ПУ,65000.0,,RUR,Нижний Тагил,2022-12-26T06:04:59+0300
350,Электромонтажник связи,50000.0,80000.0,RUR,Томск,2022-12-26T06:04:14+0300
351,Главный механик,50000.0,60000.0,RUR,Тюмень,2022-12-26T06:35:01+0300
352,Токарь,60000.0,,RUR,Новосибирск,2022-12-26T06:56:36+0300
353,Оператор станков ЧПУ (производство мебели),50000.0,,RUR,Красноярск,2022-12-26T06:40:50+0300
354,Бизнес-аналитик/технолог,,,,Челябинск,2022-12-26T06:32:55+0300
355,Системный администратор,50000.0,,RUR,Красноярск,2022-12-26T06:40:50+0300
356,Mobile Android developer,,,,Алматы,2022-12-26T06:04:15+0300
357,Системный администратор,20000.0,40000.0,RUR,Зудилово,2022-12-26T06:15:57+0300
358,Механик на прогулочное судно,,,,Петропавловск-Камчатский,2022-12-26T06:33:23+0300
359,Аналитик 1С: ЗУП в нефтяную компанию,,180000.0,RUR,Москва,2022-12-26T06:21:55+0300
360,Системный программист Linux/Lin Developer,,,,Санкт-Петербург,2022-12-26T06:12:18+0300
361,"Монтажник / бригада слаботочных систем (АПС, СОУЭ, СКУД)",80000.0,,RUR,Балашиха,2022-12-26T06:52:49+0300
362,Шлифовщик на круглую шлифовку,65000.0,,RUR,Екатеринбург,2022-12-26T06:56:13+0300
363,IT-Специалист в Управление технической поддержки ServiceDesk (Сопровождение информационных систем),,,,Алматы,2022-12-26T06:36:15+0300
364,Маркетолог-аналитик,80000.0,,RUR,Пермь,2022-12-26T06:58:59+0300
365,Инженер технической поддержки,40000.0,60000.0,RUR,Красноярск,2022-12-26T06:05:45+0300
366,Инженер по ремонту компьютерного оборудования и принтеров (Сервисный центр),185000.0,235000.0,KZT,Астана,2022-12-26T06:57:36+0300
367,Начальник отдела корпоративных серверных систем,80000.0,,RUR,Екатеринбург,2022-12-26T06:49:07+0300
368,Бизнес-аналитик,70000.0,100000.0,RUR,Нижний Новгород,2022-12-26T06:09:31+0300
369,Software Project Manager,1500.0,2000.0,USD,США,2022-12-26T06:07:52+0300
370,Ведущий программист 1C,150000.0,,RUR,Хабаровск,2022-12-26T06:28:47+0300
371,Программист 1С ERP в производственную компанию федерального уровня,,270000.0,RUR,Москва,2022-12-26T06:21:45+0300
372,Сервисный инженер,55000.0,,RUR,Новосибирск,2022-12-26T06:58:59+0300
373,Слесарь-ремонтник,50000.0,,RUR,Челябинск,2022-12-26T06:34:11+0300
374,Мастер по обслуживанию кофемашин,35000.0,40000.0,RUR,Новосибирск,2022-12-26T06:37:34+0300
375,"Наладчик токарных, фрезерных станков с ЧПУ",80000.0,,RUR,Нижний Тагил,2022-12-26T06:04:55+0300
